id,building_name,address,building_type,room_type,area,avg_deposit,avg_monthly_rent,construction_year,road_name,sample_count,households,ground_floors,elevators,emergency_elevators,main_use_code,building_usage,heating_type,approval_date,completion_date,parking_spaces
139,훼미리타워,경기도 수원시 영통구 영통동 958-2,오피스텔,투룸,31.7,1692.3076923076924,41.92307692307692,2000,봉영로 1617,13,0,16,5,0,,기타,개별난방,20000131,20000131,0
140,영통역아이파크,경기도 수원시 영통구 영통동 1012-1,오피스텔,쓰리룸,54.02,7416.1,50.7,2017,반달로35번길 30,30,0,20,5,0,,기타,개별난방,20170926,20170926,0
141,수원영통리슈빌스카이오피스텔,경기도 수원시 영통구 영통동 945-2,오피스텔,쓰리룸,95.46,12725.0,66.5,2006,중부대로 604,20,0,15,2,0,,기타,개별난방,20060621,20060621,0
142,Y.T오피스텔,경기도 수원시 영통구 영통동 947-8,오피스텔,원룸,24.42,815.0,40.2,2003,봉영로1759번길 17,20,0,9,2,0,,기타,개별난방,20030121,20030121,0
143,경희유니빌,경기도 수원시 영통구 영통동 1024-14,오피스텔,투룸,31.28,812.5,57.5,2003,덕영대로 1709,8,0,13,1,0,,기타,개별난방,20031002,20031002,0
144,훼미리타워,경기도 수원시 영통구 영통동 958-2,오피스텔,원룸,28.44,1625.0,37.791666666666664,2000,봉영로 1617,24,0,16,5,0,,기타,개별난방,20000131,20000131,0
145,대우 월드마크 영통,경기도 수원시 영통구 영통동 996-3,오피스텔,쓰리룸,62.81,11833.333333333334,43.333333333333336,2008,봉영로 1620,3,208,36,10,0,,기타,개별난방,20080609,20080609,0
146,경희유니빌,경기도 수원시 영통구 영통동 1024-14,오피스텔,원룸,28.56,1000.0,50.0,2003,덕영대로 1709,1,0,13,1,0,,기타,개별난방,20031002,20031002,0
147,메가플러스4,경기도 수원시 영통구 영통동 1023-1,오피스텔,투룸,31.04,857.1428571428571,52.285714285714285,2004,영일로 8,7,0,12,2,0,,기타,개별난방,20040708,20040708,0
148,청명타운텔,경기도 수원시 영통구 영통동 1021-4,오피스텔,원룸,29.64,500.0,50.0,2001,청명로 7,1,0,9,2,0,,기타,개별난방,20010120,20010120,0
149,희망의도시,경기도 용인시 기흥구 서천동 283,오피스텔,미니원룸,13.62,433.3333333333333,38.21212121212121,2013,서그내로 52,33,0,6,1,0,,기타,개별난방,20130927,20130927,0
150,스테이블경희,경기도 용인시 기흥구 서천동 7-6,오피스텔,원룸,20.81,3666.6666666666665,58.86666666666667,2022,덕영대로 1698,30,29,10,3,0,,기타,개별난방,20220111,20220111,0
151,1동,경기도 용인시 기흥구 서천동 279,오피스텔,쓰리룸,55.52,500.0,92.0,2022,서그내로62번길 15,5,0,5,1,0,,기타,개별난방,20220906,20220906,0
152,스테이블경희,경기도 용인시 기흥구 서천동 7-6,오피스텔,미니원룸,18.87,3500.0,52.25,2022,덕영대로 1698,12,29,10,3,0,,기타,개별난방,20220111,20220111,0
153,서천더캐슬,경기도 용인시 기흥구 서천동 399-1,오피스텔,원룸,29.21,9000.0,36.0,2023,서그내로53번길 40-1,4,11,4,1,0,,기타,개별난방,20230328,20230328,0
154,서천더캐슬,경기도 용인시 기흥구 서천동 399-1,오피스텔,쓰리룸,58.31,19400.0,5.0,2023,서그내로53번길 40-1,5,11,4,1,0,,기타,개별난방,20230328,20230328,0
155,(265-14),경기도 용인시 기흥구 서천동 265-14,오피스텔,쓰리룸,64.66,20000.0,0.0,2022,서그내로 63,2,20,4,1,0,,기타,개별난방,20220321,20220321,0
156,(265-14),경기도 용인시 기흥구 서천동 265-14,오피스텔,원룸,28.11,15500.0,0,2022,서그내로 63,1,20,4,1,0,,기타,개별난방,20220321,20220321,0
157,시우하이빌,경기도 용인시 기흥구 서천동 373-14,오피스텔,쓰리룸,47.73,18000.0,0,2024,예현로35번길 32,1,21,4,0,0,,기타,개별난방,20240208,20240208,0
