시군명,사업장명,인허가일자,영업상태명,폐업일자,다중이용업소여부,총시설규모(㎡),위생업종명,위생업태명,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
수원시,GS25인계골드,20190319,영업,,,,,편의점,"경기도 수원시 팔달구 장다리로 323, 1층 (인계동)",경기도 수원시 팔달구 인계동 939-11 ,16483,37.2768872455,127.0313282596
수원시,씨유(CU) 오목쌍용점,20221125,영업,,,,,편의점,"경기도 수원시 권선구 삼천병마로1566번길 17, 108, 109호 (오목천동)",경기도 수원시 권선구 오목천동 0 ,16636,37.2444878800,126.9666522525
수원시,씨유 장안센터점,2023-05-01,영업,,,,,편의점,"경기도 수원시 장안구 서부로2197번길 26, 1층 (율전동)",경기도 수원시 장안구 율전동 108-7 ,16353,37.3044237475,126.9712054868
수원시,세븐일레븐 호매실에비뉴점,2020-01-29,영업,,,,,편의점,"경기도 수원시 권선구 금곡로197번길 18-24, 1층 101호 (금곡동)",경기도 수원시 권선구 금곡동 1113-3 ,16391,37.2746762493,126.9529828520
수원시,GS25수원서둔점,20180411,영업,,,,,편의점,"경기도 수원시 권선구 여기산로 16, 1층 (서둔동)",경기도 수원시 권선구 서둔동 260-29 ,16428,37.2787945413,126.9787169441
수원시,씨유 수원고색중앙점,2018-04-20,영업,,,,,편의점,"경기도 수원시 권선구 서둔로 15, 1층 (고색동)",경기도 수원시 권선구 고색동 888-113 ,16624,37.2532805528,126.9838431108
수원시,이마트24 수원세류미영점,2023-07-13,영업,,,,,편의점,"경기도 수원시 권선구 정조로 432, 108호 (세류동, 미영아파트)",경기도 수원시 권선구 세류동 1147 미영아파트 ,16658,37.2480740671,127.0145257022
수원시,씨유 팔달중앙점,20121029,영업,,,,,편의점,"경기도 수원시 팔달구 정조로 751-11, 중동빌딩 1층 (중동)",경기도 수원시 팔달구 중동 1-5 중동빌딩 1층 ,16263,37.2751482800,127.0158295264
수원시,씨유수원화서,20071016,영업,,,,,편의점,경기도 수원시 팔달구 팔달로119번길 16 (화서동),경기도 수원시 팔달구 화서동 71-93 ,16439,37.2793670426,127.0028414746
수원시,세븐일레븐 연무베스트점,2023-01-26,영업,,,,,편의점,"경기도 수원시 장안구 연무로7번길 25, 1층 일부호 (연무동)",경기도 수원시 장안구 연무동 248-15 ,16220,37.2929008133,127.0280134831
수원시,씨유 우만비체신생점,2023-04-26,영업,,,,,편의점,"경기도 수원시 팔달구 경수대로692번길 11, 1층 (우만동)",경기도 수원시 팔달구 우만동 473-22 ,16233,37.2872289126,127.0274735583
수원시,GS25 영통럭키점,2023-04-26,영업,,,,,편의점,"경기도 수원시 영통구 청명남로 12, 1층 (영통동)",경기도 수원시 영통구 영통동 1008-1 ,16705,37.2510802879,127.0742808421
수원시,씨유 수원라포리엘점,2023-07-18,영업,,,,,편의점,"경기도 수원시 권선구 당수로129번길 10, 근린생활시설동 1층 101호, 102호 (당수동)",경기도 수원시 권선구 당수동 336-1 ,16379,37.2866123891,126.9417730768
수원시,세븐일레븐 수원고색산단점,2023-07-11,영업,,,,,편의점,"경기도 수원시 권선구 산업로 182, 101호 일부호 (고색동)",경기도 수원시 권선구 고색동 1097 ,16648,37.2427288174,126.9846704892
수원시,세븐일레븐 수원세류새터점,2023-07-11,영업,,,,,편의점,"경기도 수원시 권선구 새터로 9, 1층 (세류동)",경기도 수원시 권선구 세류동 554-6 ,16654,37.2545631453,127.0077406759
수원시,씨유수원화서영광점,20200206,영업,,,,,편의점,"경기도 수원시 팔달구 동말로25번길 71, 1층 (화서동)",경기도 수원시 팔달구 화서동 219-20 1층 ,16443,37.2806419439,126.9952526229
수원시,이마트24 수원행궁점,20181214,영업,,,,,편의점,"경기도 수원시 팔달구 행궁로 41, 1층 (남창동)",경기도 수원시 팔달구 남창동 110 ,16261,37.2788331692,127.0153885573
수원시,세븐일레븐 수원가온팰리스점,20221130,영업,,,,,편의점,"경기도 수원시 권선구 권선로357번길 33, 가온팰리스 B동 1층 112호 (서둔동)",경기도 수원시 권선구 서둔동 433 가온팰리스 ,16619,37.2613364396,126.9915809418
수원시,세븐일레븐 오목쌍용점,2023-02-03,영업,,,,,편의점,"경기도 수원시 권선구 삼천병마로1570번길 69, 1층 일부호 (오목천동)",경기도 수원시 권선구 오목천동 527-14 ,16636,37.2433061247,126.9664463577
수원시,씨유수원송죽타운점,2020-02-11,영업,,,,,편의점,"경기도 수원시 장안구 정조로1051번길 29, 1층 (송죽동)",경기도 수원시 장안구 송죽동 386-1 ,16306,37.2985737334,127.0045316709
수원시,씨유뉴광교에듀점,2018-10-29,영업,,,,,편의점,"경기도 수원시 영통구 에듀타운로 24, 그린프라자 1층 105호 (이의동)",경기도 수원시 영통구 이의동 1341-4 그린메디칼 ,16509,37.2852161359,127.0522934066
수원시,씨유 수원구운점,2023-02-23,영업,,,,,편의점,"경기도 수원시 권선구 구운로 38, 1층 일부층 (구운동)",경기도 수원시 권선구 구운동 493-10 ,16407,37.2775576467,126.9741909202
수원시,세븐일레븐 수원행복점,2023-04-18,영업,,,,,편의점,"경기도 수원시 장안구 서부로2181번길 20-1, 1층 일부호 (율전동)",경기도 수원시 장안구 율전동 104-6 ,16357,37.3030827899,126.9716775118
수원시,씨유 오목천푸르지오점,2023-05-26,영업,,,,,편의점,"경기도 수원시 권선구 서수원로183번길 7, 1층 (오목천동)",경기도 수원시 권선구 오목천동 227-9 ,16636,37.2431260149,126.9684883745
수원시,지에스25정자SK뷰점,2018-12-18,영업,,,,,편의점,"경기도 수원시 장안구 이목로 24, 604동 (정자동, 수원 SK SKY VIEW)",경기도 수원시 장안구 정자동 945 수원 SK SKY VIEW 604동 102호,16336,37.3057762966,126.9856285067
수원시,지에스25(GS25)수원정연점,2017-03-27,영업,,,,,편의점,"경기도 수원시 장안구 대평로 80, 120호 (정자동)",경기도 수원시 장안구 정자동 877-4 120호,16334,37.2955258737,126.9936074645
수원시,이마트24경기대E스퀘어점,20221208,영업,,,,,편의점,"경기도 수원시 영통구 광교산로 154-42, 경기대학교 E스퀘어동 1층 일부호 (이의동)",경기도 수원시 영통구 이의동 산 94-6 경기대학교 ,16227,37.3006356457,127.0373755540
수원시,씨유(CU) 장안송죽점,20221222,영업,,,,,편의점,"경기도 수원시 장안구 경수대로 935, 111호 일부호 (송죽동, 동양파라곤)",경기도 수원시 장안구 송죽동 499-3 동양파라곤 ,16305,37.3020492331,127.0079278189
수원시,세븐일레븐 수원세류역점,2023-06-01,영업,,,,,편의점,"경기도 수원시 권선구 정조로388번길 2, 1층 일부호 (세류동)",경기도 수원시 권선구 세류동 1159 ,16660,37.2440282883,127.0148899051
수원시,지에스25 서광교파크점,2023-07-27,영업,,,,,편의점,"경기도 수원시 장안구 창훈로 30, 지2층 14호 (연무동)",경기도 수원시 장안구 연무동 224 지2층 14호 (연무동) ,16217,37.2957341132,127.0310195508
수원시,씨유CU 율전삼성점,2021-02-18,영업,,,,,편의점,"경기도 수원시 장안구 서부로2105번길 5, 1층 (율전동)",경기도 수원시 장안구 율전동 433-86 훼미리마트 ,16363,37.2966483333,126.9699849617
수원시,세븐일레븐 천천은서점,20210223,영업,,,,,편의점,"경기도 수원시 장안구 일월로66번길 23, 1층 (천천동)",경기도 수원시 장안구 천천동 366-6 ,16421,37.2891425280,126.9787245345
수원시,GS25수원지동점,2018-12-26,영업,,,,,편의점,"경기도 수원시 팔달구 경수대로 657-7 (지동, 샤인파크)",경기도 수원시 팔달구 지동 477-13 샤인파크 ,16248,37.2837691871,127.0278787426
수원시,세븐일레븐 인계스카이점,2023-05-11,영업,,,,,편의점,"경기도 수원시 팔달구 경수대로495번길 12-3, 1층 (인계동)",경기도 수원시 팔달구 인계동 964-23 ,16481,37.2706056284,127.0270699106
수원시,GS25 서수원참누리점,2023-05-11,영업,,,,,편의점,"경기도 수원시 권선구 수인로161번길 24, 1층 일부호 (서둔동)",경기도 수원시 권선구 서둔동 238-6 ,16608,37.2749252253,126.9802325319
수원시,세븐일레븐 매탄삼성교점,2002-08-27,영업,,,,,편의점,경기도 수원시 영통구 인계로 293-1 (매탄동),경기도 수원시 영통구 매탄동 815-5 ,16541,37.2632390124,127.0496153422
수원시,씨유(CU) 조원더샵점,20221216,영업,,,,,편의점,"경기도 수원시 장안구 송정로182번길 20, 1층 일부호 (조원동)",경기도 수원시 장안구 조원동 552-2 ,16288,37.2978669719,127.0167219821
수원시,씨유 수원매산로점,2023-05-15,영업,,,,,편의점,"경기도 수원시 팔달구 갓매산로 65, 1층 (매산로2가)",경기도 수원시 팔달구 매산로2가 26-20 ,16455,37.2696532393,127.0036046366
수원시,세븐일레븐 수원등기국점,20221103,영업,,,,,편의점,"경기도 수원시 영통구 매영로345번길 7, 영통트리플렉스 1층 131호 (영통동)",경기도 수원시 영통구 영통동 961-6 영통트리플렉스 ,16703,37.2527717250,127.0708997024
수원시,씨유 화서행복로또점,20221103,영업,,,,,편의점,"경기도 수원시 팔달구 화양로 10, 1층 (화서동)",경기도 수원시 팔달구 화서동 134-1 ,16439,37.2796111232,126.9987338391
수원시,세븐일레븐 수원신원로점,20230117,영업,,,,,편의점,"경기도 수원시 영통구 신원로136번길 30, 우크빌 S동 지1층 (신동)",경기도 수원시 영통구 신동 334-41 우크빌 S동 ,16679,37.2480705629,127.0549262487
수원시,지에스25 영통반달공원점,20221108,영업,,,,,편의점,"경기도 수원시 영통구 영일로 26, 1층 101호 (영통동)",경기도 수원시 영통구 영통동 1014-15 ,16705,37.2496295898,127.0769501076
수원시,씨유 조원웰빙점,20220120,영업,,,,,편의점,"경기도 수원시 장안구 경수대로847번길 17, 1층 (조원동)",경기도 수원시 장안구 조원동 637-3 ,16309,37.2959986082,127.0139132463
수원시,지에스25(GS25) 수원용수점,2023-01-13,영업,,,,,편의점,"경기도 수원시 장안구 경수대로1044번길 9, 1층 일부호 (파장동)",경기도 수원시 장안구 파장동 469-34 ,16204,37.3082997553,126.9981259194
수원시,씨유(CU) 수원고등타운점,2023-03-09,영업,,,,,편의점,"경기도 수원시 팔달구 고등로71번길 19-1, 1층 (고등동)",경기도 수원시 팔달구 고등동 54-34 ,16447,37.2742547026,127.0046459779
수원시,이마트24R 수원상송점,2023-06-27,영업,,,,,편의점,"경기도 수원시 권선구 오목천로 15, 상가동 101호 (오목천동, 상송마을주공아파트)",경기도 수원시 권선구 오목천동 946 상송마을주공아파트 ,16636,37.2407733916,126.9644911747
수원시,씨유 경기도청점,20230105,영업,,,,,편의점,"경기도 수원시 팔달구 고화로 100, 가동 101호 (고등동, 성원타운)",경기도 수원시 팔달구 고등동 3-5 성원타운 ,16446,37.2783288645,127.0067737821
수원시,씨유 천천원룸점,2025-08-21,영업,,,,,편의점,"경기도 수원시 장안구 하률로11번길 12, 1층 일부호 (천천동)",경기도 수원시 장안구 천천동 549-14 ,16322,37.3035914971,126.9745851916
수원시,세븐일레븐 수원오목청구점,2025-06-18,영업,,,,,편의점,"경기도 수원시 권선구 매송고색로506번길 17, 상가동 1층 107,108호 (오목천동, 청구2차아파트)",경기도 수원시 권선구 오목천동 381 청구2차아파트 ,16634,37.2438712478,126.9618534669
수원시,씨유 조원중앙점,2025-06-13,영업,,,,,편의점,"경기도 수원시 장안구 조원로112번길 23, 1층 일부호 (조원동)",경기도 수원시 장안구 조원동 726-16 조원동 빌딩 ,16282,37.3032938447,127.0146448805
수원시,지에스25 수원정조로,2025-01-06,영업,,,,,편의점,"경기도 수원시 장안구 정조로978번길 45, 1층 일부호 (조원동)",경기도 수원시 장안구 조원동 782-30 ,16310,37.2955147124,127.0124157633
수원시,지에스25고색태산,2025-03-10,영업,,,,,편의점,"경기도 수원시 권선구 매송고색로691번길 6, 1층 (고색동)",경기도 수원시 권선구 고색동 385-3 ,16625,37.2510197198,126.9801036160
수원시,씨유 장안우성테크노점,2025-01-24,영업,,,,,편의점,"경기도 수원시 장안구 이목로 17, 1층 139, 140호 (이목동)",경기도 수원시 장안구 이목동 338-6 ,16342,37.3106880848,126.9833831981
수원시,씨유 영통푸르지오점,2025-05-23,영업,,,,,편의점,"경기도 수원시 영통구 태장로36번길 8, 1층 105,106,107호 (망포동, 영통푸르지오트레센츠)",경기도 수원시 영통구 망포동 234-9 영통푸르지오트레센츠 ,16686,37.2372973420,127.0497584511
수원시,세븐일레븐 영통2단지점,2025-08-26,영업,,,,,편의점,"경기도 수원시 영통구 영통로514번길 53, 상가동 1층 101호 (영통동, 영통 센트럴파크뷰)",경기도 수원시 영통구 영통동 948-4 영통 센트럴파크뷰 ,16712,37.2648666466,127.0804513356
수원시,GS25 성대복지회관점,2025-08-05,영업,,,,,편의점,"경기도 수원시 장안구 서부로 2066, 성균관대학교 복지회관동 지하1층 일부호 (천천동)",경기도 수원시 장안구 천천동 585 성균관대학교 ,16419,37.2922865887,126.9783192482
수원시,씨유 수원정자점,2021-10-13,영업,,,,,편의점,"경기도 수원시 장안구 정자천로173번길 11-10, 뱅뱅프라자 1층 104,105호 (정자동)",경기도 수원시 장안구 정자동 876-5 뱅뱅프라자 ,16334,37.2957441790,126.9940685921
수원시,씨유 수원정자점,2025-09-26,영업,,,,,편의점,"경기도 수원시 장안구 정조로933번길 7, 1층 일부호 (영화동)",경기도 수원시 장안구 영화동 311-4 ,16270,37.2905926057,127.0122895815
수원시,씨유 장안대평로점,2023-11-29,영업,,,,,편의점,"경기도 수원시 장안구 대평로 136, 1층 (정자동)",경기도 수원시 장안구 정자동 338-12 ,16339,37.2998760237,126.9906784862
수원시,GS25 광교대림점,2025-09-15,영업,,,,,편의점,"경기도 수원시 영통구 센트럴타운로 76, 2동 1층 103호 (이의동, e편한세상 광교)",경기도 수원시 영통구 이의동 1326 e편한세상 광교 ,16505,37.2905660258,127.0559170635
수원시,씨유 수원운동장북문점,2025-04-17,영업,,,,,편의점,"경기도 수원시 장안구 경수대로 918, 1층 일부호 (조원동)",경기도 수원시 장안구 조원동 752-17 ,16284,37.3015523824,127.0098379815
수원시,씨유 뉴수원역자이남문점,2025-04-21,영업,,,,,편의점,"경기도 수원시 팔달구 고등로 15, 근린생활시설1동 지1층 1호 (고등동, 수원역푸르지오자이)",경기도 수원시 팔달구 고등동 310 수원역푸르지오자이 ,16452,37.2733316070,126.9994860766
수원시,지에스25 영화중앙점,2018-05-23,영업,,,,,편의점,경기도 수원시 장안구 수성로290번길 31 (영화동),경기도 수원시 장안구 영화동 405-1 ,16273,37.2896613166,127.0050865185
수원시,씨유 수원수정점,2025-04-08,영업,,,,,편의점,"경기도 수원시 팔달구 고매로19번길 4, 1층 (고등동)",경기도 수원시 팔달구 고등동 64-5 ,16454,37.2714525817,127.0049350348
수원시,씨유 뉴동수원사거리점,2025-06-24,영업,,,,,편의점,"경기도 수원시 팔달구 경수대로 584, 신동아 파스텔 1층 101-1호 (인계동)",경기도 수원시 팔달구 인계동 939 신동아 파스텔 ,16483,37.2776720183,127.0314700344
수원시,세븐일레븐 매산타워점,2025-06-24,영업,,,,,편의점,"경기도 수원시 팔달구 매산로 102, 1층 107호 (교동)",경기도 수원시 팔달구 교동 149-2 ,16464,37.2704822610,127.0122163068
수원시,GS25인계예술점,2019-03-26,영업,,,,,편의점,"경기도 수원시 팔달구 효원로 303, 삼호파크타워 1층 105호 (인계동)",경기도 수원시 팔달구 인계동 1122-10 삼호파크타워 ,16488,37.2613172429,127.0351576357
수원시,씨유(CU) 수원장안로점,2025-06-23,영업,,,,,편의점,"경기도 수원시 장안구 장안로 312, 1층 일부호 (파장동)",경기도 수원시 장안구 파장동 570-8 ,16347,37.3092963751,126.9887868211
수원시,지에스 세류유천점,2025-02-06,영업,,,,,편의점,"경기도 수원시 권선구 정조로565번길 3, 1층 (세류동)",경기도 수원시 권선구 세류동 476-9 ,16576,37.2594947950,127.0123435563
수원시,GS THE FRESH 수원 매탄점,2021-03-29,영업,,,,,편의점,"경기도 수원시 영통구 효원로 363, 303 상가 B1층 일부호 (매탄동, 매탄 위브 하늘채)",경기도 수원시 영통구 매탄동 1352 매탄 위브 하늘채 ,16543,37.2609646021,127.0418135500
수원시,세븐일레븐 수원오목천점,2025-01-13,영업,,,,,편의점,"경기도 수원시 권선구 오목천로 54, 1층 101,102 일부호 (오목천동)",경기도 수원시 권선구 오목천동 558-7 ,16637,37.2397091750,126.9683658010
수원시,GS슈퍼마켓 수원아트리움점,2020-06-30,영업,,,,,편의점,"경기도 수원시 장안구 이목로 24-3, 지하1층 (정자동)",경기도 수원시 장안구 정자동 600-28 ,16336,37.3096213713,126.9847446701
수원시,지에스25 수원금호로,2025-03-27,영업,,,,,편의점,"경기도 수원시 권선구 금호로 62, 1층 (호매실동)",경기도 수원시 권선구 호매실동 81-1 ,16395,37.2698691767,126.9582848427
수원시,세븐일레븐 구운르본느점,2025-03-27,영업,,,,,편의점,"경기도 수원시 권선구 구운로47번길 60, 1층 (구운동)",경기도 수원시 권선구 구운동 955-4 ,16406,37.2779355335,126.9699921172
수원시,이마트24 수원장안영화점,2025-04-04,영업,,,,,편의점,"경기도 수원시 장안구 수성로262번길 7, 제로마트 1층 일부호 (영화동)",경기도 수원시 장안구 영화동 397-9 제로마트 ,16274,37.2897103072,127.0017242179
수원시,CU 매탄산남점,2025-04-10,영업,,,,,편의점,"경기도 수원시 영통구 매봉로35번길 51, 1층 (매탄동)",경기도 수원시 영통구 매탄동 111-113 ,16525,37.2718129689,127.0500605567
수원시,씨유(CU) 성균관대역점,2025-02-18,영업,,,,,편의점,"경기도 수원시 장안구 서부로 2161, 2층 일부호 (율전동)",경기도 수원시 장안구 율전동 89-5 ,16357,37.3012744819,126.9724574411
수원시,CU수원한일타운점,2025-08-19,영업,,,,,편의점,"경기도 수원시 장안구 경수대로 940, 일호골든타워 2층 217-1호 (조원동)",경기도 수원시 장안구 조원동 894 일호골든타워 ,16295,37.3031494126,127.0080447727
수원시,씨유수원천담점,2020-01-22,영업,,,,,편의점,"경기도 수원시 팔달구 권광로196번길 43-20, 1층 101호 (인계동)",경기도 수원시 팔달구 인계동 1116-10 ,16488,37.2651704406,127.0362392128
수원시,세븐일레븐 수원북문점,2024-12-20,영업,,,,,편의점,"경기도 수원시 장안구 팔달로 271, 1층 일부호 (영화동)",경기도 수원시 장안구 영화동 282-3 보영만두 ,16269,37.2895826433,127.0143832329
수원시,GS25 호반프라자점,2023-06-28,영업,,,,,편의점,"경기도 수원시 영통구 월드컵로87번길 7, 호반프라자 1층 103호 (원천동)",경기도 수원시 영통구 원천동 607-1 103호,16516,37.2737860966,127.0545831553
수원시,씨유 광교웰빙타운점,2019-04-04,영업,,,,,편의점,"경기도 수원시 영통구 웰빙타운로49번길 36, 에코프라자 1층 102호 (이의동)",경기도 수원시 영통구 이의동 1204-8 102호,16224,37.3039452759,127.0470933332
수원시,세븐일레븐 수원세권로점,2020-06-08,영업,,,,,편의점,"경기도 수원시 권선구 권광로 55, 상가동 117호 (권선동, 권선자이 이편한세상)",경기도 수원시 권선구 권선동 1330 권선자이 이편한세상 ,16582,37.2528439957,127.0260307717
수원시,세븐일레븐 팔달우만점,2020-06-01,영업,,,,,편의점,"경기도 수원시 팔달구 팔달문로140번길 38, 1층 (우만동)",경기도 수원시 팔달구 우만동 559 ,16240,37.2808464480,127.0318564552
수원시,씨유 정자이편한점,2024-11-19,영업,,,,,편의점,"경기도 수원시 장안구 장안로 137, 1층 101,102호 (정자동, 경원탑펠리스)",경기도 수원시 장안구 정자동 28-1 경원탑펠리스 ,16315,37.2958098859,126.9989197212
수원시,세븐일레븐 수원벤처밸리점,2024-11-19,영업,,,,,편의점,"경기도 수원시 권선구 오목천로152번길 40, 고색동 첨단벤처밸리 1층 108호 (고색동)",경기도 수원시 권선구 고색동 958 고색동 첨단벤처밸리 ,16642,37.2429220903,126.9773518137
수원시,씨유(CU)수원팔달초점,2019-03-07,영업,,,,,편의점,"경기도 수원시 팔달구 권광로367번길 27, 1층 103호 (우만동)",경기도 수원시 팔달구 우만동 147-18 ,16494,37.2787979900,127.0358510513
수원시,씨유 장안수일로점,2024-03-08,영업,,,,,편의점,"경기도 수원시 장안구 수일로 108, 1층 (송죽동)",경기도 수원시 장안구 송죽동 98-16 ,16299,37.3091199798,127.0023860877
수원시,씨유 화서프리미엄점,2021-02-15,영업,,,,,편의점,"경기도 수원시 팔달구 동말로48번길 26, 1층 (화서동)",경기도 수원시 팔달구 화서동 181-5 ,16442,37.2775953090,126.9995142468
수원시,세븐일레븐 수원곡반대로점,2024-05-13,영업,,,,,편의점,"경기도 수원시 권선구 곡반정로 137, 1층 일부호 (곡반정동)",경기도 수원시 권선구 곡반정동 550-3 ,16670,37.2401768050,127.0321870206
수원시,GS25수원은혜점,2016-05-19,영업,,,,,편의점,"경기도 수원시 권선구 세권로 304, 1층 (권선동)",경기도 수원시 권선구 권선동 1286-2 1층 ,16553,37.2521127527,127.0371424241
수원시,이마트24 R팔달힐스테이트점,2020-11-18,영업,,,,,편의점,경기도 수원시 팔달구 매산로92번길 12 (매산로3가),경기도 수원시 팔달구 매산로3가 69-5 ,16464,37.2693669209,127.0106106365
수원시,세븐일레븐 권선중앙점,2015-05-22,영업,,,,,편의점,"경기도 수원시 권선구 장다리로 109, 1층 (권선동)",경기도 수원시 권선구 권선동 972-10 1층 ,16564,37.2598848308,127.0217801979
수원시,세븐일레븐 수원3산업단지점,2024-12-06,영업,,,,,편의점,"경기도 수원시 권선구 산업로156번길 88-34, 1층 103호 (고색동)",경기도 수원시 권선구 고색동 1143 ,16648,37.2354532896,126.9843818055
수원시,이마트24 수원센트라우스점,2024-11-18,영업,,,,,편의점,"경기도 수원시 권선구 세화로168번길 12, 정안빌딩 1층 102호, 103호, 104호 (서둔동)",경기도 수원시 권선구 서둔동 17-65 정안빌딩 ,16621,37.2667285207,126.9940936051
수원시,씨유 권선센트럴점,2024-06-14,영업,,,,,편의점,"경기도 수원시 권선구 세류로 15, 1층 (세류동)",경기도 수원시 권선구 세류동 252-9 ,16591,37.2620799510,127.0053798314
수원시,씨유 수원현대베스트점,2024-05-02,영업,,,,,편의점,"경기도 수원시 장안구 정자천로188번길 73, 1층 일부호 (정자동)",경기도 수원시 장안구 정자동 30-11 ,16315,37.2935902379,126.9983928890
수원시,지에스25 서수원도서관점,2024-08-14,영업,,,,,편의점,"경기도 수원시 권선구 탑동로57번길 38, 성우그린빌 101호 (탑동)",경기도 수원시 권선구 탑동 753-10 ,16603,37.2737792048,126.9718034046
수원시,지에스 GS25 망포벽산점,2019-04-19,영업,,,,,편의점,"경기도 수원시 영통구 영통로90번길 12, 1층 (망포동)",경기도 수원시 영통구 망포동 485-16 1층 ,16692,37.2376509249,127.0598917371
수원시,씨유 정자사거리점,2024-09-24,영업,,,,,편의점,"경기도 수원시 장안구 수성로 280, 1층 (영화동)",경기도 수원시 장안구 영화동 394-3 ,16274,37.2903829137,127.0030510478
수원시,GS25 세류버드내,2024-11-25,영업,,,,,편의점,"경기도 수원시 권선구 정조로543번길 17, 1층 (세류동)",경기도 수원시 권선구 세류동 464-1 ,16587,37.2580094748,127.0106390148
수원시,세븐일레븐 장안수일로점,2022-04-07,영업,,,,,편의점,"경기도 수원시 장안구 수일로92번길 9, 1층 (파장동)",경기도 수원시 장안구 파장동 525-1 ,16203,37.3094103947,127.0007140302
수원시,세븐일레븐 수원세류은정점,2024-12-02,영업,,,,,편의점,"경기도 수원시 권선구 정조로398번길 11-27, 나동 1층 (세류동)",경기도 수원시 권선구 세류동 1147-3 ,16658,37.2458533074,127.0159155321
수원시,GS세류타운점,2024-07-04,영업,,,,,편의점,"경기도 수원시 권선구 정조로443번길 3, 1층 (세류동)",경기도 수원시 권선구 세류동 590-11 ,16655,37.2488228350,127.0124799938
수원시,지에스25 권선SK점,2018-08-21,영업,,,,,편의점,"경기도 수원시 권선구 권선로694번길 26, 110동 1층 104호 (권선동, 권선 SK VIEW)",경기도 수원시 권선구 권선동 1035 권선 SK VIEW 110동 104호,16567,37.2583721196,127.0266727650
수원시,씨유 권선타운점,2024-10-17,영업,,,,,편의점,"경기도 수원시 권선구 권중로 82, 상가2동 1층 일부호 (권선동, 신우아파트)",경기도 수원시 권선구 권선동 1263 신우아파트 ,16556,37.2503941812,127.0287861751
수원시,이마트24 북수원프리미엄점,2024-07-22,영업,,,,,편의점,"경기도 수원시 장안구 장안로 271, 상가3동 1층 111~114호 (정자동)",경기도 수원시 장안구 정자동 530-6 ,16336,37.3046241079,126.9901612515
수원시,세븐일레븐 수원세류희망점,2018-12-21,영업,,,,,편의점,"경기도 수원시 권선구 세지로28번길 50, 1층 (세류동)",경기도 수원시 권선구 세류동 1104-3 1층 ,16589,37.2536872017,127.0183124007
수원시,세븐일레븐 수원칠보9단지점,2018-10-30,영업,,,,,편의점,"경기도 수원시 권선구 금곡로140번길 73, 상가1동 103,104호 (호매실동, 칠보마을9단지)","경기도 수원시 권선구 호매실동 1352 칠보마을9단지 상가1동 103,104호 ",16387,37.2704042246,126.9453553845
수원시,세븐일레븐 수원호매실점,2016-11-18,영업,,,,,편의점,"경기도 수원시 권선구 호매실로218번길 111, 상가동 101호 (호매실동, 호매실마을13단지)",경기도 수원시 권선구 호매실동 1371 호매실마을13단지 상가동 101호,16402,37.2654728438,126.9607975342
수원시,세븐일레븐 수원영복스쿨점,2024-10-17,영업,,,,,편의점,"경기도 수원시 장안구 수성로258번길 83, 1층 일부호 (영화동)",경기도 수원시 장안구 영화동 423-6 ,16274,37.2872870908,127.0042333973
수원시,GS비즈타워점,2024-07-26,영업,,,,,편의점,"경기도 수원시 권선구 호매실로90번길 24, 1층 145호 (호매실동)",경기도 수원시 권선구 호매실동 1405-2 ,16630,37.2567006744,126.9644122789
수원시,씨유 수원이오스점,2024-10-10,영업,,,,,편의점,"경기도 수원시 권선구 권광로 145, 1층 104호 (권선동, 이오스 오피스텔)",경기도 수원시 권선구 권선동 1023-2 이오스 오피스텔 ,16571,37.2607782587,127.0310559354
수원시,씨유(CU) 서둔골드점,2024-12-10,영업,,,,,편의점,"경기도 수원시 권선구 권선로357번길 54, 수원역 골드스테이션 이스턴 106호 (서둔동)",경기도 수원시 권선구 서둔동 436 수원역 골드스테이션 이스턴 ,16619,37.2620041778,126.9917456183
수원시,씨유 권선스타점,2024-07-25,영업,,,,,편의점,"경기도 수원시 권선구 권선로699번길 24-22, 101호 (권선동)",경기도 수원시 권선구 권선동 1016-5 ,16571,37.2595900308,127.0291912654
수원시,씨유 수원아이파크점,2021-03-05,영업,,,,,편의점,"경기도 수원시 장안구 경수대로 1110-15, 1층 101호 (파장동, 북수원아이파크)",경기도 수원시 장안구 파장동 632 북수원아이파크 ,16205,37.3110110804,126.9913594731
수원시,GS25매탄삼천리점,2024-11-12,영업,,,,,편의점,"경기도 수원시 영통구 동수원로286번길 13-2, 1층 (매탄동)",경기도 수원시 영통구 매탄동 1178-7 ,16549,37.2549700668,127.0371136668
수원시,씨유 영통대우동신점,2020-07-08,영업,,,,,편의점,"경기도 수원시 영통구 영통로 460, 103,104호 (영통동, 대우.동신아파트)",경기도 수원시 영통구 영통동 956-2 대우.동신아파트 ,16707,37.2601450570,127.0758763339
수원시,씨유 팔달행궁점,2021-07-12,영업,,,,,편의점,"경기도 수원시 팔달구 정조로810번길 5, 1층 (팔달로1가)",경기도 수원시 팔달구 팔달로1가 7-8 ,16257,37.2804443812,127.0170364508
수원시,GS25구운성원점,20210720,영업,,,,,편의점,"경기도 수원시 권선구 일월천로4번길 54, 명수빌딩 1층 102호 (구운동)",경기도 수원시 권선구 구운동 918-10 명수빌딩 102호,16413,37.2824569993,126.9752736273
수원시,지에스(GS)25 수원골든타워점,20180416,영업,,,,,편의점,"경기도 수원시 장안구 경수대로 940, 일호골든타워 109호 (조원동)",경기도 수원시 장안구 조원동 894 일호골든타워 109호,16295,37.3031494126,127.0080447727
