시군명,사업장명,인허가일자,영업상태명,폐업일자,다중이용업소여부,총시설규모(㎡),위생업종명,위생업태명,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
용인시,세븐일레븐 용인역북리더스점,2021-10-07,영업,,,,,편의점,"경기도 용인시 처인구 명지로16번길 9-24, 1층 107,108호 (역북동)",경기도 용인시 처인구 역북동 747-1 ,17055,37.2332340247,127.1875440035
용인시,지에스25(GS25)용인문예회관점,20220204,영업,,,,,편의점,"경기도 용인시 처인구 중부대로1392번길 6, 1층 (김량장동)",경기도 용인시 처인구 김량장동 504-3 1층 ,17061,37.2328029461,127.1985937109
용인시,이마트24R기흥더샵점,20220204,영업,,,,,편의점,"경기도 용인시 기흥구 기흥역로58번길 78, A-102호 일부호 (구갈동, 기흥역 더샵)",경기도 용인시 기흥구 구갈동 234-5 기흥역 더샵 A-102호 일부호 ,17066,37.2729442197,127.1180457011
용인시,GS25시용인신갈점,20150710,영업,,,,,편의점,"경기도 용인시 기흥구 신구로53번길 1, 1층일부층 (신갈동)",경기도 용인시 기흥구 신갈동 32-2 ,16968,37.2767290152,127.1094312809
용인시,씨유용인임원점,20210820,영업,,,,,편의점,"경기도 용인시 처인구 경안천로258번길 62, 1층 일부 (고림동)",경기도 용인시 처인구 고림동 539-3 1층 일부 ,17038,37.2591181190,127.2220246594
용인시,씨유 흥덕리써밋점,20210820,영업,,,,,편의점,"경기도 용인시 기흥구 흥덕중앙로 55, 리써밋타워 1층 116일부호 (영덕동)",경기도 용인시 기흥구 영덕동 975-5 리써밋타워 116일부호,16953,37.2766305700,127.0730879665
용인시,씨유 수지 성남마을점,2021-12-28,영업,,,,,편의점,"경기도 용인시 수지구 성복1로 107, 상가동 1층 101호 (성복동, 성남마을벽산첼시빌2차아파트)",경기도 용인시 수지구 성복동 723 성남마을벽산첼시빌2차아파트 ,16855,37.3158546792,127.0669073645
용인시,지에스(GS)25용인트리니,20211109,영업,,,,,편의점,"경기도 용인시 처인구 중부대로 1218, THE TRINY HOTEL 1층 105,106호 (역북동)",경기도 용인시 처인구 역북동 370-13 THE TRINY HOTEL ,17053,37.2373079152,127.1806161883
용인시,씨유 기흥한성점,20211028,영업,,,,,편의점,"경기도 용인시 기흥구 구갈로28번길 21-6, 105호 일부호 (구갈동)",경기도 용인시 기흥구 구갈동 383 105호,16973,37.2781409914,127.1139473170
용인시,GS25역북골드점,2017-11-10,영업,,,,,편의점,"경기도 용인시 처인구 명지로40번길 35-29, 1층 106호 (역북동, 골드클래스)","경기도 용인시 처인구 역북동 563-18 골드클래스 1층, 106호 ",17056,37.2296368439,127.1839289657
용인시,씨유역북우미린점,20211224,영업,,,,,편의점,"경기도 용인시 처인구 명지로16번길 25, 101호 (역북동, 우미 린 센트럴파크)",경기도 용인시 처인구 역북동 736 101호,17055,37.2330590934,127.1861580932
용인시,세븐일레븐 용인원삼뉴타운점,20210914,영업,,,,,편의점,"경기도 용인시 처인구 원삼면 고당로 6, 1층 일부",경기도 용인시 처인구 원삼면 고당리 79 1층 일부 ,17168,37.1656297019,127.3119792616
용인시,이마트24상갈금화점,20211220,영업,,,,,편의점,"경기도 용인시 기흥구 금화로11번길 8, 금화마을주공3단지아파트 101호 (상갈동)",경기도 용인시 기흥구 상갈동 481-3 금화마을주공3단지아파트 ,17073,37.2622673585,127.1057279225
용인시,세븐일레븐 기흥공세점,20210910,영업,,,,,편의점,"경기도 용인시 기흥구 공세로 126-16, 1층 일부호 (공세동)",경기도 용인시 기흥구 공세동 290-9 ,17085,37.2348245740,127.1099068542
용인시,씨유용인문현점,20211111,영업,,,,,편의점,"경기도 용인시 처인구 모현읍 문현로 134, 1층 일부",경기도 용인시 처인구 모현읍 매산리 208-2 1층 일부 ,17032,37.3442240824,127.2243079618
용인시,지에스(GS)25 수지죽전점,20220223,영업,,,,,편의점,"경기도 용인시 수지구 현암로89번길 12-10, 1층 일부호 (죽전동)",경기도 용인시 수지구 죽전동 1175-1 일부호,16875,37.3322335531,127.1195405601
용인시,씨유 수지신정점,2021-11-29,영업,,,,,편의점,"경기도 용인시 수지구 정평로 63, 신정마을성지아파트 상가동 1층 103호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 1021 신정마을성지아파트 ,16839,37.3222109792,127.0875142639
용인시,세븐일레븐 용인동천타운점,20211126,영업,,,,,편의점,"경기도 용인시 수지구 동천로99번길 35, 1층 일부호 (동천동)",경기도 용인시 수지구 동천동 875-9 ,16828,37.3351907811,127.0926699424
용인시,지에스25백암근곡점,20220125,영업,,,,,편의점,"경기도 용인시 처인구 백암면 청강가창로 1, 1층 일부",경기도 용인시 처인구 백암면 근곡리 99-10 1층 일부 ,17172,37.1780121045,127.3702013496
용인시,씨유 기흥보라점,2021-07-29,영업,,,,,편의점,"경기도 용인시 기흥구 한보라2로 142, 한보라마을휴먼시아7단지아파트 나상가동 1층 101일부호 (공세동)",경기도 용인시 기흥구 공세동 674 한보라마을휴먼시아7단지아파트 나상가동 1층 101일부호 ,,,
용인시,GS25 수지현대점,20211119,영업,,,,,편의점,"경기도 용인시 수지구 정평로 138, 강남빌딩 1층 일부호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 706-3 강남빌딩 ,16837,37.3250866663,127.0954221143
용인시,GS25 수지하나로점,20211123,영업,,,,,편의점,"경기도 용인시 수지구 풍덕천로 122, 하나로프라자 1층 105호 일부호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 1080-9 하나로프라자 ,16841,37.3225361720,127.0955486550
용인시,지에스25원암산단점,20210916,영업,,,,,편의점,"경기도 용인시 처인구 남사읍 원암로 225, 1층 일부",경기도 용인시 처인구 남사읍 원암리 47 ,17124,37.0869468370,127.1721230135
용인시,씨유 성산초교점,20210319,영업,,,,,편의점,"경기도 용인시 처인구 백옥대로1380번길 21, 1층 일부 (유방동)",경기도 용인시 처인구 유방동 315-7 1층 일부 ,17041,37.2582184312,127.2151601568
용인시,지에스25 용인로뎀점,2023-11-09,영업,,,,,편의점,"경기도 용인시 처인구 양지면 한터로 425, 1층 일부",경기도 용인시 처인구 양지면 주북리 614 ,17039,37.2615454786,127.2515745657
용인시,씨유 수지써니벨리점,2019-08-13,영업,,,,,편의점,"경기도 용인시 수지구 수지로461번길 38, 신세계프라자 101호 일부호 (동천동)",경기도 용인시 수지구 동천동 336-3 신세계프라자 ,16823,37.3377986490,127.0935025374
용인시,이마트24 수지구청역점,2018-10-26,영업,,,,,편의점,"경기도 용인시 수지구 풍덕천로 107, B03호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 1075-1 B03호,16836,37.3223772950,127.0939016437
용인시,지에스25모현센터,2018-11-16,영업,,,,,편의점,"경기도 용인시 처인구 모현읍 백옥대로2332번길 21-9, 1층 일부",경기도 용인시 처인구 모현읍 왕산리 465-1 코사마트 ,17035,37.3324798978,127.2490157892
용인시,Gs25 흥덕하워드힐점,2024-01-11,영업,,,,,편의점,"경기도 용인시 기흥구 흥덕2로117번길 23, 하워드힐하우스 115~117호 (영덕동)",경기도 용인시 기흥구 영덕동 974-1 하워드힐하우스 115~117호,16953,37.2778506535,127.0714793061
용인시,씨유용인주공점,2010-01-27,영업,,,,,편의점,"경기도 용인시 처인구 금령로13번길 7 (김량장동,훼미리마트(1층))",경기도 용인시 처인구 김량장동 293-11 훼미리마트(1층) ,17048,37.2356130564,127.1977031661
용인시,GS25 용인타운,2009-06-10,영업,,,,,편의점,경기도 용인시 처인구 백옥대로1402번길 18 (유방동),경기도 용인시 처인구 유방동 290-1 ,17041,37.2599393847,127.2148604629
용인시,씨유 광교상현역점,2024-01-23,영업,,,,,편의점,"경기도 용인시 수지구 광교중앙로296번길 14, 광교푸르지오시티3단지 1층 108호 일부호 (상현동)",경기도 용인시 수지구 상현동 1132-3 ,16943,37.2971267441,127.0701852703
용인시,씨유남사공단점,2024-01-05,영업,,,,,편의점,"경기도 용인시 처인구 남사읍 어진로 615, 1층 일부",경기도 용인시 처인구 남사읍 방아리 844-6 ,17123,37.1077609328,127.1754772898
용인시,지에스25남사봉무로점,2019-03-12,영업,,,,,편의점,"경기도 용인시 처인구 남사읍 봉무로 1, 1층 일부",경기도 용인시 처인구 남사읍 봉무리 449-1 1층 일부 ,17118,37.1146639972,127.1525646917
용인시,지에스25용인목련점,2019-08-01,영업,,,,,편의점,"경기도 용인시 처인구 포곡읍 포곡로118번길 42-5, 제5동 1층 104호 (목련아파트)",경기도 용인시 처인구 포곡읍 둔전리 122-5 목련아파트 ,17027,37.2684311661,127.2227009870
용인시,지에스25역북신원점,2019-05-28,영업,,,,,편의점,"경기도 용인시 처인구 낙은로 11, 상가동 103,104호 (역북동, 신원아침도시)",경기도 용인시 처인구 역북동 795 신원아침도시 ,17046,37.2387241606,127.1981980854
용인시,씨유용인주차타워점,2019-04-17,영업,,,,,편의점,"경기도 용인시 처인구 명지로60번길 8-3, 1층 107호 일부 (역북동)",경기도 용인시 처인구 역북동 757 ,17056,37.2311147665,127.1871807350
용인시,GS25역북으뜸,2019-01-11,영업,,,,,편의점,"경기도 용인시 처인구 중부대로1313번길 6-18, 101호 (역북동)",경기도 용인시 처인구 역북동 436-8 101호,17047,37.2358616362,127.1927191308
용인시,CU 용인외대공원점,2023-12-13,영업,,,,,편의점,"경기도 용인시 처인구 모현읍 외대로25번길 7, 1층 일부",경기도 용인시 처인구 모현읍 왕산리 522-2 ,17035,37.3373276512,127.2524766762
용인시,이마트24용인삼가빌리지점,2023-10-05,영업,,,,,편의점,"경기도 용인시 처인구 중부대로 1123, 1층 일부 (삼가동)",경기도 용인시 처인구 삼가동 199-6 ,17017,37.2411836432,127.1706330544
용인시,지에스25 수지인현점,2019-12-31,영업,,,,,편의점,"경기도 용인시 수지구 현암로 27, 1층 일부호 (죽전동)",경기도 용인시 수지구 죽전동 548 ,16866,37.3317137926,127.1121494527
용인시,세븐일레븐용인유림점,2022-01-12,영업,,,,,편의점,"경기도 용인시 처인구 한터로 74, 1층 일부 (고림동)",경기도 용인시 처인구 고림동 982 1층 일부 ,17148,37.2519007219,127.2194012586
용인시,씨유용인웰메이드시티,2018-11-01,영업,,,,,편의점,"경기도 용인시 처인구 금령로106번길 14-8, 106, 107호 (김량장동)",경기도 용인시 처인구 김량장동 84-3 ,17051,37.2345733438,127.2072335624
용인시,GS25용인한숲가점,2018-07-03,영업,,,,,편의점,"경기도 용인시 처인구 남사읍 한숲로 84, 6단지 상가동 1층 118호 (e편한세상 용인 한숲시티)",경기도 용인시 처인구 남사읍 완장리 652-1 e편한세상 용인 한숲시티 6단지 상가동 118호,17117,37.1546508742,127.1747927400
용인시,지에스25역북우미린점,2017-08-22,영업,,,,,편의점,"경기도 용인시 처인구 명지로40번길 13 (역북동, 1층 일부)",경기도 용인시 처인구 역북동 752 1층 일부 ,17056,37.2323309634,127.1869164240
용인시,GS25기흥푸르지오점,2018-10-01,영업,,,,,편의점,"경기도 용인시 기흥구 기흥역로 16, 상가(119)동 1층 102일부호 (구갈동, 기흥역지웰푸르지오)",경기도 용인시 기흥구 구갈동 227-34 기흥역지웰푸르지오 상가(119) 102일부호 ,17066,37.2737338297,127.1141502940
용인시,지에스25 기흥예현로,2023-12-08,영업,,,,,편의점,"경기도 용인시 기흥구 예현로 45, 천일프라자 1층 105호 (서천동)",경기도 용인시 기흥구 서천동 368 천일프라자 ,17103,37.2437121872,127.0658209559
용인시,GS25 뉴어정역점,2017-05-30,영업,,,,,편의점,"경기도 용인시 기흥구 어정로 139, 라비스타 A105,A106호 (중동)","경기도 용인시 기흥구 중동 673 라비스타 A105,A106호",16988,37.2758854112,127.1449557208
용인시,씨유외대글로벌점,2011-09-15,영업,,,,,편의점,경기도 용인시 처인구 모현읍 외대로40번길 4 (1층),경기도 용인시 처인구 모현읍 왕산리 497-4 1층 ,17035,37.3355900321,127.2534644997
용인시,씨유용인석성로점,2023-11-30,영업,,,,,편의점,"경기도 용인시 처인구 포곡읍 석성로 1141, 1층 일부",경기도 용인시 처인구 포곡읍 영문리 2-53 ,17023,37.2797463384,127.2199860264
용인시,씨유백암휴게소점,2024-01-08,영업,,,,,편의점,"경기도 용인시 처인구 백암면 백암로 31-3, 1층 일부",경기도 용인시 처인구 백암면 백봉리 834-2 백암휴게소 ,17180,37.1518959544,127.3856741347
용인시,(주)비지에프리테일 단국대죽전진리관점,2020-03-05,영업,,,,,편의점,"경기도 용인시 기흥구 마북로247번길 109, 1층 일부호 (마북동, 단국대학교기숙사)",경기도 용인시 기흥구 마북동 655 단국대학교기숙사 ,16891,37.3168427421,127.1267395582
용인시,씨유 용인강남대역점,2023-09-08,영업,,,,,편의점,"경기도 용인시 기흥구 강남로 3, 강남앤플러스 120호 (구갈동)",경기도 용인시 기흥구 구갈동 581-1 강남앤플러스 120호,16977,37.2710681196,127.1261422767
용인시,세븐일레븐 용인수지죽전점,2024-01-26,영업,,,,,편의점,"경기도 용인시 수지구 현암로 128, 센타프라자 1층 102호 (죽전동)",경기도 용인시 수지구 죽전동 1197-1 센타프라자 ,16880,37.3314620688,127.1235178617
용인시,씨유용인삼남매점,2020-11-09,영업,,,,,편의점,"경기도 용인시 처인구 중부대로1343번길 10-19, 1층 (역북동)",경기도 용인시 처인구 역북동 483-17 ,17048,37.2359770251,127.1955145821
용인시,세븐일레븐 구갈드림점,2016-04-04,영업,,,,,편의점,"경기도 용인시 기흥구 용구대로2152번길 34 (구갈동, 드림프라자 104,105호)","경기도 용인시 기흥구 구갈동 390 드림프라자 104,105호 ",16971,37.2794981473,127.1099922698
용인시,세븐일레븐 단대곰순이점,2017-03-03,영업,,,,,편의점,"경기도 용인시 수지구 죽전로 150-1 (죽전동, 단대프라자2 101호 일부)",경기도 용인시 수지구 죽전동 1328-4 단대프라자2 101호 일부 ,16889,37.3237588033,127.1246511289
용인시,씨유용인보정카페점,2023-10-26,영업,,,,,편의점,"경기도 용인시 기흥구 죽전로43번길 11-31, 1층 일부호 (보정동)",경기도 용인시 기흥구 보정동 1204-1 ,16898,37.3217157953,127.1116590800
용인시,씨유마평로드점,2023-10-25,영업,,,,,편의점,"경기도 용인시 처인구 중부대로 1755, B동 1층 (마평동)",경기도 용인시 처인구 마평동 283-2 ,17143,37.2297889090,127.2389403396
용인시,세븐일레븐 동천유타워점,2016-09-09,영업,,,,,편의점,"경기도 용인시 수지구 신수로 767 (동천동, 분당수지유타워 B동 103호)",경기도 용인시 수지구 동천동 899 분당수지유타워 B동 103호 ,16827,37.3382501682,127.1016959956
용인시,씨유 광교위너스점,2024-02-13,영업,,,,,편의점,"경기도 용인시 수지구 광교마을로 83, 1층 105호 일부호 (상현동)",경기도 용인시 수지구 상현동 1130 ,16942,37.2978432369,127.0738933185
용인시,세븐일레븐 용인상하점,2016-01-22,영업,,,,,편의점,"경기도 용인시 기흥구 중부대로747번길 17 (상하동, 1층 일부)",경기도 용인시 기흥구 상하동 579-1 1층 일부 ,16996,37.2619251930,127.1427657184
용인시,세븐일레븐용인장미마을점,2013-10-08,영업,,,,,편의점,"경기도 용인시 기흥구 구성로 90 (언남동, 상가 동 102호)",경기도 용인시 기흥구 언남동 495 상가동 102호 ,16919,37.2932851147,127.1169387554
용인시,씨유용인삼계점,2014-10-24,영업,,,,,편의점,"경기도 용인시 처인구 포곡읍 포곡로 311, 1층",경기도 용인시 처인구 포곡읍 삼계리 484-16 1층 ,17028,37.2820662771,127.2331420662
용인시,씨유용인갈담공원점,2024-02-19,영업,,,,,편의점,"경기도 용인시 처인구 모현읍 파담로149번길 3, 1층 일부",경기도 용인시 처인구 모현읍 갈담리 350-16 ,17036,37.3240308131,127.2433890928
용인시,이마트24R양지중부대로점,2023-10-19,영업,,,,,편의점,"경기도 용인시 처인구 양지면 중부대로 2660, 1층 4~6호",경기도 용인시 처인구 양지면 추계리 132 ,17156,37.2506449272,127.3258971527
용인시,세븐일레븐 뉴용인타운점,2015-05-07,영업,,,,,편의점,"경기도 용인시 처인구 백옥대로1370번길 11-17 (유방동, 1층)",경기도 용인시 처인구 유방동 326-1 1층 ,17041,37.2580622582,127.2139428110
용인시,이마트24 용인태흥점,2023-10-30,영업,,,,,편의점,"경기도 용인시 처인구 중부대로 1660-4, 1층 일부(1호) (마평동)",경기도 용인시 처인구 마평동 500-1 ,17143,37.2326594938,127.2287393018
용인시,세븐일레븐 용인휴양림점,2021-04-09,영업,,,,,편의점,"경기도 용인시 처인구 모현읍 초부로 97, B동 1층 일부",경기도 용인시 처인구 모현읍 초부리 146-4 B동 1층 일부 ,17037,37.3141336005,127.2518756115
용인시,세븐일레븐(용인수지점),2003-01-22,영업,,,,,편의점,경기도 용인시 수지구 풍덕천로 135 (풍덕천동),경기도 용인시 수지구 풍덕천동 713-6 ,16837,37.3238103038,127.0964786430
용인시,지에스(GS)25양지케이엠점,2024-02-16,영업,,,,,편의점,"경기도 용인시 처인구 양지면 양지로 211, 102호",경기도 용인시 처인구 양지면 양지리 175-20 ,17158,37.2342296082,127.2919223487
용인시,씨유 동천센트럴점,2023-10-16,영업,,,,,편의점,"경기도 용인시 수지구 고기로129번길 18, 1층 일부호 (동천동)",경기도 용인시 수지구 동천동 99 ,16824,37.3466502274,127.0882838377
용인시,지에스25기흥이너매스점,2023-08-22,영업,,,,,편의점,"경기도 용인시 기흥구 서천로201번길 31, 105일부호 (농서동)",경기도 용인시 기흥구 농서동 457 105일부호 ,17111,37.2295399130,127.0726321307
용인시,지에스25 수지덕풍,2019-06-11,영업,,,,,편의점,"경기도 용인시 수지구 신수로683번길 24, 1층 일부호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 686-4 ,16829,37.3310150105,127.0999055354
용인시,세븐일레븐 기흥보정대로점,2019-05-31,영업,,,,,편의점,"경기도 용인시 기흥구 용구대로2469번길 59, 원아빌딩 1층 일부호 (보정동)",경기도 용인시 기흥구 보정동 614-3 원아빌딩 일부호,16907,37.3119848719,127.1047236110
용인시,지에스25양지IC점,2023-08-21,영업,,,,,편의점,"경기도 용인시 처인구 양지면 죽양대로 2267, B105호",경기도 용인시 처인구 양지면 양지리 120-28 양지 갤러리 프라자 ,17158,37.2302481271,127.2987196600
용인시,세븐일레븐 용인백암행복점,2021-02-10,영업,,,,,편의점,"경기도 용인시 처인구 백암면 백암로186번길 3, 1층 일부",경기도 용인시 처인구 백암면 백암리 493 1층 일부 ,17178,37.1638392393,127.3761950753
용인시,세븐일레븐용인풍덕천사거리점,2018-02-07,영업,,,,,편의점,"경기도 용인시 수지구 풍덕천로190번길 25, 신건프라자 103호 일부호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 945 신건프라자 103호,16833,37.3243085831,127.1025483962
용인시,세븐일레븐용인백암로점,2019-10-18,영업,,,,,편의점,"경기도 용인시 처인구 백암면 백암로 101, 1층 일부",경기도 용인시 처인구 백암면 박곡리 686 ,17180,37.1577876602,127.3820275454
용인시,GS25 수지도서관점,20221125,영업,,,,,편의점,"경기도 용인시 수지구 문정로7번길 20, 혜명빌딩 1층 일부호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 1082-13 혜명빌딩 일부호,16841,37.3210101514,127.0947667760
용인시,씨유 신봉골드점,2023-05-08,영업,,,,,편의점,"경기도 용인시 수지구 신봉1로 52-4, 1층 102호 일부호 (신봉동)",경기도 용인시 수지구 신봉동 19-2 ,16816,37.3226523676,127.0797465552
용인시,씨유흥덕1단지점,2018-02-02,영업,,,,,편의점,"경기도 용인시 기흥구 흥덕1로79번길 9, 휴먼시아 흥덕마을1단지 가상가동 101일부호 (영덕동)",경기도 용인시 기흥구 영덕동 980 휴먼시아 흥덕마을1단지 가상가동 101일부호 ,16954,37.2755137619,127.0708496088
용인시,세븐일레븐 용인동아솔레시티점,20210111,영업,,,,,편의점,"경기도 용인시 기흥구 보정로 30, 중앙상가동 지1층 B101호 (보정동, 행원마을동아솔레시티아파트)",경기도 용인시 기흥구 보정동 1162 행원마을동아솔레시티아파트중앙상가동 지1층 B101호 ,,,
용인시,씨유용인블루원점,20151209,영업,,,,,편의점,경기도 용인시 처인구 원삼면 보개원삼로 1595 (1층일부),경기도 용인시 처인구 원삼면 죽능리 193-1 1층일부 ,17170,37.1368486295,127.3071302487
용인시,이마트24용인교동홈타운점,2023-01-27,영업,,,,,편의점,"경기도 용인시 기흥구 마북로 124-9, 상가동 103호 일부호 (마북동, 교동마을현대홈타운)",경기도 용인시 기흥구 마북동 630 교동마을현대홈타운 ,16910,37.2997092671,127.1245111568
용인시,세븐일레븐 수지제일점,2023-01-27,영업,,,,,편의점,"경기도 용인시 수지구 수지로342번길 15, 1층 일부호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 29-9 ,16832,37.3270360950,127.0961340576
용인시,씨유 보정센터점,20230120,영업,,,,,편의점,"경기도 용인시 기흥구 죽전로 50, 센타프라자 103호 일부호 (보정동)",경기도 용인시 기흥구 보정동 1265-2 센타프라자 ,16898,37.3202911023,127.1142622884
용인시,세븐일레븐 청덕스타점,2023-07-06,영업,,,,,편의점,"경기도 용인시 기흥구 구성로279번길 2, 1층 일부호 (청덕동)",경기도 용인시 기흥구 청덕동 533-1 1층 일부호 ,16914,37.2908509778,127.1397859284
용인시,씨유용인이동천리점,2023-02-06,영업,,,,,편의점,"경기도 용인시 처인구 이동읍 원천로9번길 7, 1층 일부",경기도 용인시 처인구 이동읍 천리 749-8 ,17128,37.1944808624,127.2080870386
용인시,씨유 신갈롯데캐슬,2023-02-03,영업,,,,,편의점,"경기도 용인시 기흥구 상미로 23-9, 1층 일부호 (신갈동)",경기도 용인시 기흥구 신갈동 743 ,17094,37.2716959399,127.1003437168
용인시,씨유 동백호수마을점,2023-04-13,영업,,,,,편의점,"경기도 용인시 기흥구 평촌1로 3, 1층 일부호 (동백동)",경기도 용인시 기흥구 동백동 613-2 ,17001,37.2840946493,127.1532425582
용인시,이마트24 용인풍덕천점,2023-04-14,영업,,,,,편의점,"경기도 용인시 수지구 문인로 59, 풍림상가(분산)동 1층 3호 일부호 (풍덕천동, 동아.삼익.풍림아파트)",경기도 용인시 수지구 풍덕천동 664 동아.삼익.풍림아파트 ,,,
용인시,세븐일레븐 용인초당역점,2018-04-10,영업,,,,,편의점,"경기도 용인시 기흥구 동백중앙로 61-19, 옐로우존 106,107,108호 일부호 (중동)",경기도 용인시 기흥구 중동 1043-1 옐로우존 ,17013,37.2605159774,127.1601059113
용인시,씨유 용인야중사점,20221123,영업,,,,,편의점,"경기도 용인시 처인구 포곡읍 둔전로65번길 11, 2동 1층 일부",경기도 용인시 처인구 포곡읍 둔전리 119-12 네덱 ,17027,37.2674636852,127.2214300564
용인시,세븐일레븐 기흥보라점,2015-06-22,영업,,,,,편의점,"경기도 용인시 기흥구 한보라2로 170, 104호 (공세동)",경기도 용인시 기흥구 공세동 674 가상가동 104호,17083,37.2440752488,127.1078747711
용인시,씨유 동천현대점,2023-04-17,영업,,,,,편의점,"경기도 용인시 수지구 수지로461번길 2, 1동 1층 일부호 (동천동)",경기도 용인시 수지구 동천동 325-478 ,16823,37.3379024490,127.0974983031
용인시,씨유 용인구성점,2023-05-25,영업,,,,,편의점,"경기도 용인시 기흥구 구성로 264, 107호 일부호 (청덕동)",경기도 용인시 기흥구 청덕동 540-1 ,16914,37.2903679459,127.1380508089
용인시,씨유 용인이튼점,2023-05-25,영업,,,,,편의점,"경기도 용인시 처인구 한터로152번길 2, 이튼프라자 110일부호 (고림동)",경기도 용인시 처인구 고림동 264-3 이튼프라자 ,17149,37.2484932671,127.2270475712
용인시,GS25용인태성점,20211117,영업,,,,,편의점,"경기도 용인시 처인구 백옥대로 1059, 1층 일부 (김량장동)",경기도 용인시 처인구 김량장동 31-11 1층 일부 ,17063,37.2301180363,127.2099337629
용인시,지에스25수지엘지점,2019-10-10,영업,,,,,편의점,"경기도 용인시 수지구 성복2로 92, 1층 107호 (성복동)",경기도 용인시 수지구 성복동 97-14 ,16850,37.3155359650,127.0759716093
용인시,씨유 구갈세종점,2020-02-27,영업,,,,,편의점,"경기도 용인시 기흥구 기흥로30번길 12, 1층 일부호 (구갈동)",경기도 용인시 기흥구 구갈동 274 ,16975,37.2788099866,127.1173279692
용인시,GS25 죽전솔하임,2021-03-23,영업,,,,,편의점,"경기도 용인시 수지구 정든로 5, 110호 일부호 (죽전동, 죽전역 솔하임)",경기도 용인시 수지구 죽전동 1088-2 죽전역 솔하임 ,16873,37.3275359689,127.1135592918
용인시,이마트24 SMART용인양지현대점,2023-05-12,영업,,,,,편의점,"경기도 용인시 처인구 양지면 양대로 43, 가동 1층 일부호",경기도 용인시 처인구 양지면 양지리 451-4 ,17158,37.2368357832,127.2874732219
용인시,씨유 마북연수원점,2023-07-24,영업,,,,,편의점,"경기도 용인시 기흥구 마북로240번길 3, 1층 일부호 (마북동)",경기도 용인시 기흥구 마북동 115-13 1층 일부호 ,16891,37.3085814847,127.1310460096
용인시,세븐일레븐용인한터점,2023-05-16,영업,,,,,편의점,"경기도 용인시 처인구 양지면 한터로 281, 1층 일부호",경기도 용인시 처인구 양지면 주북리 1110 ,17039,37.2545843385,127.2379526729
용인시,동네마트,2011-10-12,영업,,,,,편의점,경기도 용인시 수지구 포은대로 460-14 (풍덕천동),경기도 용인시 수지구 풍덕천동 607-126 ,16834,37.3227465914,127.1017778341
용인시,이마트24기흥지삼로점,20230117,영업,,,,,편의점,"경기도 용인시 기흥구 지삼로198번길 1, 1층 일부호 (지곡동)",경기도 용인시 기흥구 지곡동 285-1 지곡공인중개사 ,17088,37.2404737314,127.1345125609
용인시,씨유 용인샛별공원점,2023-03-28,영업,,,,,편의점,"경기도 용인시 처인구 중부대로1313번길 20-18, 1층 일부 (역북동)",경기도 용인시 처인구 역북동 437-1 ,17047,37.2364817530,127.1920063554
용인시,이마트24용인와우정사점,2023-06-27,영업,,,,,편의점,"경기도 용인시 처인구 동부로 823, 1층 일부 (해곡동)",경기도 용인시 처인구 해곡동 154-1 ,17142,37.1893033887,127.2770606382
용인시,GS25용인마성점,20221205,영업,,,,,편의점,"경기도 용인시 처인구 포곡읍 석성로 928, 1층 101일부호",경기도 용인시 처인구 포곡읍 마성리 43-5 ,17040,37.2764775810,127.1992882182
용인시,지에스25(GS25)용인모산점,2023-06-26,영업,,,,,편의점,"경기도 용인시 처인구 모현읍 모산로 3, 103호 일부",경기도 용인시 처인구 모현읍 왕산리 743-5 ,17035,37.3474115615,127.2512242007
용인시,세븐일레븐용인센터점,2017-04-14,영업,,,,,편의점,"경기도 용인시 처인구 금령로 43 (김량장동, 용인유메이드 107, 108호)","경기도 용인시 처인구 김량장동 254-158 용인유메이드 107, 108호 ",17050,37.2351078748,127.2010985794
용인시,세븐일레븐 뉴수지푸르지오점,2025-05-15,영업,,,,,편의점,"경기도 용인시 수지구 광교중앙로295번길 21, 1층 107호 일부호 (상현동)",경기도 용인시 수지구 상현동 1116-1 ,16944,37.2980125327,127.0683749373
용인시,GS25 모현오뜨락점,2017-03-15,영업,,,,,편의점,경기도 용인시 처인구 모현읍 대지로 427 (1층 일부),경기도 용인시 처인구 모현읍 오산리 197-9 1층 일부 ,16884,37.3307244685,127.1535250331
용인시,씨유 양지파인리조트점,2025-03-12,영업,,,,,편의점,"경기도 용인시 처인구 양지면 남평로 112, 양지파인리조트 A동 지하1층 일부",경기도 용인시 처인구 양지면 남곡리 18-1 ,17164,37.2106968706,127.2936436942
용인시,씨유 기흥청덕점,2025-01-21,영업,,,,,편의점,"경기도 용인시 기흥구 구성로 392, 제상가동 103호 (청덕동, 휴먼시아물푸레마을9단지아파트)",경기도 용인시 기흥구 청덕동 569 휴먼시아물푸레마을9단지아파트 제상가동 103호,16894,37.2912464240,127.1514384487
