"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-10-20 ~ 2025-10-19"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 용인시 기흥구"
"읍면동 : 서천동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"120","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","월세","73.2363","202507","05","4,000","145","9","2017","서그내로16번길 30","202509~202709","신규","-","","","아파트"
"121","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","월세","73.2363","202507","05","4,500","145","9","2017","서그내로16번길 30","202509~202709","신규","-","","","아파트"
"122","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","전세","84.9000","202507","05","37,000","0","11","2012","서천동로 60","202509~202709","신규","-","","","아파트"
"123","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","전세","84.9000","202507","04","38,000","0","10","2012","서천서로 27","202509~202709","신규","-","","","아파트"
"124","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","51.9300","202507","03","8,558","17","4","2011","서천로128번길 12","202508~202707","갱신","-","8,411","34","아파트"
"125","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","전세","74.9350","202507","01","45,000","0","19","2017","서그내로 31","202508~202708","신규","-","","","아파트"
"126","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","59.9630","202507","01","30,450","0","1","2017","서그내로16번길 30","202508~202708","갱신","사용","29,000","0","아파트"
"127","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","39.4600","202506","30","3,026","18","10","2011","서천로128번길 12","202411~202610","갱신","-","2,826","19","아파트"
"128","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","전세","84.7800","202506","28","33,000","0","15","2012","서천서로 27","202506~202611","갱신","-","30,000","0","아파트"
"129","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","전세","74.9700","202506","27","44,000","0","11","2017","서그내로 31","202508~202708","신규","-","","","아파트"
"130","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","월세","115.9760","202506","27","3,000","150","9","2002","예현로35번길 21","202508~202708","갱신","-","3,000","130","아파트"
"131","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","전세","74.9700","202506","27","44,000","0","11","2017","서그내로 31","202508~202708","신규","-","","","아파트"
"132","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","전세","74.9350","202506","27","39,900","0","23","2017","서그내로 31","202508~202612","갱신","사용","38,000","0","아파트"
"133","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","전세","74.9700","202506","27","44,000","0","11","2017","서그내로 31","202508~202708","신규","-","","","아파트"
"134","경기도 용인시 기흥구 서천동","700","0700","0000","SK","월세","84.4640","202506","26","20,000","70","11","2002","예현로 15","202508~202708","신규","-","","","아파트"
"135","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","전세","84.2570","202506","26","33,000","0","13","2002","예현로35번길 21","202506~202706","갱신","-","28,000","0","아파트"
"136","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","59.8828","202506","26","33,600","0","13","2017","서그내로16번길 30","202506~202706","갱신","사용","32,000","0","아파트"
"137","경기도 용인시 기흥구 서천동","801","0801","0000","힐스테이트서천","전세","84.9986","202506","23","34,600","0","1","2016","서천동로 22","202507~202707","갱신","사용","33,000","0","아파트"
"138","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","59.8828","202506","21","39,500","0","21","2017","서그내로16번길 30","202508~202708","갱신","사용","44,000","0","아파트"
"139","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202506","20","4,115","28","13","2011","서천로128번길 12","202509~202708","갱신","-","3,995","27","아파트"
"140","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","전세","115.9760","202506","20","42,000","0","10","2002","예현로35번길 21","202508~202708","신규","-","","","아파트"
"141","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","51.9300","202506","18","5,058","34","4","2011","서천로128번길 12","202506~202708","신규","-","","","아파트"
"142","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","51.9300","202506","18","1,158","46","4","2011","서천로128번길 12","202506~202708","갱신","-","5,058","34","아파트"
"143","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202506","18","3,995","27","16","2011","서천로128번길 12","202506~202708","신규","-","","","아파트"
"144","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202506","18","3,995","27","12","2011","서천로128번길 12","202506~202708","신규","-","","","아파트"
"145","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202506","18","3,995","27","11","2011","서천로128번길 12","202506~202708","신규","-","","","아파트"
"146","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","59.9630","202506","18","31,500","0","11","2017","서그내로16번길 30","202507~202707","갱신","-","30,000","0","아파트"
"147","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","전세","84.9000","202506","18","31,500","0","4","2012","서천서로 27","202507~202707","갱신","사용","30,000","0","아파트"
"148","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","51.9300","202506","18","5,058","34","8","2011","서천로128번길 12","202506~202708","신규","-","","","아파트"
"149","경기도 용인시 기흥구 서천동","755","0755","0000","서천2차IPARK","월세","75.2600","202506","14","3,000","120","4","2016","서천동로21번길 11-22","202506~202612","갱신","-","3,000","95","아파트"
"150","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","전세","74.9350","202506","14","45,000","0","12","2017","서그내로 31","202508~202708","신규","-","","","아파트"
"151","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","월세","74.9350","202506","13","5,000","150","6","2017","서그내로 31","202508~202708","신규","-","","","아파트"
"152","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202506","12","895","36","6","2011","서천로128번길 12","202505~202707","갱신","-","3,995","27","아파트"
"153","경기도 용인시 기흥구 서천동","700","0700","0000","SK","전세","84.4640","202506","10","33,500","0","20","2002","예현로 15","202507~202707","신규","-","","","아파트"
"154","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","51.9300","202506","09","8,458","15","13","2011","서천로128번길 12","202503~202705","갱신","-","5,058","34","아파트"
"155","경기도 용인시 기흥구 서천동","700","0700","0000","SK","전세","127.7850","202506","09","39,000","0","2","2002","예현로 15","202506~202706","갱신","사용","50,000","0","아파트"
"156","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","월세","115.9760","202506","07","5,000","136","6","2002","예현로35번길 21","202506~202706","갱신","사용","5,000","130","아파트"
"157","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","전세","74.9350","202506","05","33,600","0","8","2017","서그내로 31","202506~202706","갱신","-","32,000","0","아파트"
"158","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","전세","74.9700","202506","04","42,000","0","7","2017","서그내로 31","202506~202706","신규","-","","","아파트"
"159","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","전세","84.9000","202506","03","40,000","0","9","2012","서천동로 60","202506~202706","신규","-","","","아파트"
"160","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","59.8828","202506","03","34,650","0","23","2017","서그내로16번길 30","-","-","-","","","아파트"
"161","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","59.8828","202506","03","34,650","0","23","2017","서그내로16번길 30","202507~202702","갱신","사용","33,000","0","아파트"
"162","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","월세","59.9630","202506","02","4,000","140","11","2017","서그내로16번길 30","202508~202708","신규","-","","","아파트"
"163","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","59.8828","202506","02","33,600","0","14","2017","서그내로16번길 30","202507~202707","갱신","사용","32,000","0","아파트"
"164","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","월세","59.9630","202506","02","4,000","140","11","2017","서그내로16번길 30","-","-","-","","","아파트"
"165","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","전세","84.7800","202506","02","39,000","0","10","2012","서천서로 27","202508~202708","신규","-","","","아파트"
"166","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","전세","74.9350","202505","31","47,000","0","5","2017","서그내로 31","202508~202708","신규","-","","","아파트"
"167","경기도 용인시 기흥구 서천동","801","0801","0000","힐스테이트서천","전세","84.8890","202505","31","48,000","0","2","2016","서천동로 22","202508~202708","신규","-","","","아파트"
"168","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","전세","74.9200","202505","31","34,000","0","1","2012","서천서로 27","202508~202708","신규","-","","","아파트"
"169","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","59.9630","202505","30","39,000","0","19","2017","서그내로16번길 30","202506~202706","신규","-","","","아파트"
"170","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","전세","84.9000","202505","30","37,000","0","11","2012","서천서로 27","202506~202706","신규","-","","","아파트"
"171","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","월세","84.9000","202505","29","4,000","135","13","2012","서천동로 60","202506~202605","갱신","-","4,000","140","아파트"
"172","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202505","28","3,995","27","12","2011","서천로128번길 12","202505~202707","신규","-","","","아파트"
"173","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","전세","74.9350","202505","28","42,000","0","11","2017","서그내로 31","202506~202706","갱신","-","35,000","0","아파트"
"174","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","전세","84.9000","202505","28","35,000","0","1","2012","서천서로 27","202506~202801","갱신","-","30,000","0","아파트"
"175","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202505","28","895","36","12","2011","서천로128번길 12","202505~202707","갱신","-","3,995","27","아파트"
"176","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","51.9300","202505","28","5,058","34","11","2011","서천로128번길 12","202505~202707","신규","-","","","아파트"
"177","경기도 용인시 기흥구 서천동","700","0700","0000","SK","전세","127.7850","202505","27","40,500","0","11","2002","예현로 15","202507~202707","신규","-","","","아파트"
"178","경기도 용인시 기흥구 서천동","801","0801","0000","힐스테이트서천","전세","84.9986","202505","26","38,000","0","13","2016","서천동로 22","202506~202706","갱신","-","36,000","0","아파트"
"179","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","59.9630","202505","26","31,500","0","6","2017","서그내로16번길 30","202506~202706","갱신","사용","30,000","0","아파트"
"180","경기도 용인시 기흥구 서천동","708","0708","0000","서천아이파크","전세","122.3048","202505","24","59,000","0","2","2009","서그내로16번길 14","202509~202709","신규","-","","","아파트"
"181","경기도 용인시 기흥구 서천동","755","0755","0000","서천2차IPARK","월세","75.2600","202505","23","5,000","140","5","2016","서천동로21번길 11-22","202507~202701","신규","-","","","아파트"
"182","경기도 용인시 기흥구 서천동","700","0700","0000","SK","전세","127.7850","202505","21","43,000","0","14","2002","예현로 15","202506~202706","갱신","-","38,000","0","아파트"
"183","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202505","20","6,695","14","12","2011","서천로128번길 12","202507~202706","갱신","-","3,812","26","아파트"
"184","경기도 용인시 기흥구 서천동","700","0700","0000","SK","전세","127.7850","202505","20","39,500","0","18","2002","예현로 15","202506~202606","갱신","사용","39,000","0","아파트"
"185","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","59.8828","202505","20","33,600","0","14","2017","서그내로16번길 30","202507~202707","갱신","사용","32,000","0","아파트"
"186","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202505","20","6,995","12","12","2011","서천로128번길 12","202507~202706","갱신","-","3,812","26","아파트"
"187","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","월세","84.9000","202505","19","3,000","150","5","2012","서천동로 60","202508~202708","신규","-","","","아파트"
"188","경기도 용인시 기흥구 서천동","700","0700","0000","SK","월세","84.4640","202505","19","5,000","130","16","2002","예현로 15","202506~202706","신규","-","","","아파트"
"189","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","전세","74.9350","202505","19","40,000","0","6","2017","서그내로 31","202506~202706","신규","-","","","아파트"
"190","경기도 용인시 기흥구 서천동","801","0801","0000","힐스테이트서천","전세","84.9986","202505","17","35,700","0","6","2016","서천동로 22","202507~202707","갱신","사용","34,000","0","아파트"
"191","경기도 용인시 기흥구 서천동","801","0801","0000","힐스테이트서천","전세","84.8825","202505","15","46,000","0","6","2016","서천동로 22","202506~202706","신규","-","","","아파트"
"192","경기도 용인시 기흥구 서천동","700","0700","0000","SK","전세","84.4640","202505","14","29,000","0","17","2002","예현로 15","202505~202705","갱신","사용","28,000","0","아파트"
"193","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202505","14","3,995","27","7","2011","서천로128번길 12","202505~202707","신규","-","","","아파트"
"194","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202505","14","3,995","27","6","2011","서천로128번길 12","202505~202707","신규","-","","","아파트"
"195","경기도 용인시 기흥구 서천동","700","0700","0000","SK","전세","127.7850","202505","13","46,000","0","11","2002","예현로 15","202507~202706","신규","-","","","아파트"
"196","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","전세","74.9700","202505","12","40,000","0","11","2017","서그내로 31","202506~202706","신규","-","","","아파트"
"197","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","39.4600","202505","09","2,926","19","10","2011","서천로128번길 12","202411~202610","갱신","-","2,826","19","아파트"
"198","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","전세","84.9000","202505","09","33,600","0","9","2012","서천동로 60","202505~202705","갱신","-","32,000","0","아파트"
"199","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","월세","74.9350","202505","05","25,000","50","14","2017","서그내로 31","202505~202605","갱신","-","35,000","0","아파트"
"200","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","73.2363","202505","03","35,700","0","6","2017","서그내로16번길 30","202305~202606","갱신","사용","34,000","0","아파트"
"201","경기도 용인시 기흥구 서천동","755","0755","0000","서천2차IPARK","월세","75.2600","202505","03","10,000","110","11","2016","서천동로21번길 11-22","202508~202708","신규","-","","","아파트"
"202","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202505","02","3,995","27","8","2011","서천로128번길 12","202506~202705","갱신","-","3,812","26","아파트"
"203","경기도 용인시 기흥구 서천동","700","0700","0000","SK","전세","127.7850","202505","02","39,000","0","17","2002","예현로 15","202505~202705","갱신","사용","38,000","0","아파트"
"204","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","59.9630","202505","02","37,000","0","21","2017","서그내로16번길 30","202507~202707","갱신","-","33,000","0","아파트"
"205","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","전세","74.9200","202505","02","26,200","0","15","2012","서천동로 60","202506~202706","갱신","-","25,000","0","아파트"
"206","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","월세","59.8828","202505","01","31,550","5","4","2017","서그내로16번길 30","202505~202705","갱신","-","30,000","5","아파트"
"207","경기도 용인시 기흥구 서천동","700","0700","0000","SK","전세","154.1970","202504","28","37,200","0","20","2002","예현로 15","-","-","-","","","아파트"
"208","경기도 용인시 기흥구 서천동","700","0700","0000","SK","전세","154.1970","202504","28","37,200","0","20","2002","예현로 15","202505~202705","갱신","사용","36,000","0","아파트"
"209","경기도 용인시 기흥구 서천동","801","0801","0000","힐스테이트서천","월세","84.8825","202504","26","5,000","160","16","2016","서천동로 22","202505~202705","신규","-","","","아파트"
"210","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","전세","115.9760","202504","25","37,000","0","2","2002","예현로35번길 21","202507~202707","신규","-","","","아파트"
"211","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","59.9630","202504","24","33,600","0","21","2017","서그내로16번길 30","202506~202706","갱신","사용","32,000","0","아파트"
"212","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","전세","74.9700","202504","23","42,000","0","7","2017","서그내로 31","202506~202706","신규","-","","","아파트"
"213","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","51.9300","202504","23","8,458","15","12","2011","서천로128번길 12","202411~202701","갱신","-","5,058","34","아파트"
"214","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","월세","84.2570","202504","21","3,000","130","3","2002","예현로35번길 21","202506~202706","신규","-","","","아파트"
"215","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202504","21","2,995","30","14","2011","서천로128번길 12","202503~202705","갱신","-","3,995","27","아파트"
"216","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","59.8828","202504","19","40,000","0","20","2017","서그내로16번길 30","202506~202706","신규","-","","","아파트"
"217","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","전세","84.2570","202504","19","32,000","0","14","2002","예현로35번길 21","202505~202605","갱신","사용","32,000","0","아파트"
"218","경기도 용인시 기흥구 서천동","801","0801","0000","힐스테이트서천","전세","84.9986","202504","19","39,900","0","9","2016","서천동로 22","202508~202708","갱신","사용","38,000","0","아파트"
"219","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","월세","84.9000","202504","18","7,000","110","3","2012","서천동로 60","202504~202704","갱신","-","4,000","110","아파트"
"220","경기도 용인시 기흥구 서천동","700","0700","0000","SK","전세","127.7850","202504","18","31,000","0","16","2002","예현로 15","-","-","-","","","아파트"
"221","경기도 용인시 기흥구 서천동","801","0801","0000","힐스테이트서천","전세","84.8890","202504","17","32,550","0","12","2016","서천동로 22","202504~202704","갱신","사용","31,000","0","아파트"
"222","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","월세","84.9000","202504","17","5,000","140","12","2012","서천동로 60","202505~202705","신규","-","","","아파트"
"223","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","월세","59.8828","202504","15","5,000","100","5","2017","서그내로16번길 30","202506~202706","갱신","사용","5,000","95","아파트"
"224","경기도 용인시 기흥구 서천동","801","0801","0000","힐스테이트서천","전세","84.9986","202504","15","42,000","0","1","2016","서천동로 22","202506~202706","신규","-","","","아파트"
"225","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","전세","74.9200","202504","12","34,000","0","14","2012","서천서로 27","202505~202705","신규","-","","","아파트"
"226","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","전세","74.9200","202504","11","30,000","0","14","2012","서천동로 60","202504~202704","갱신","-","26,000","6","아파트"
"227","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","59.8828","202504","11","40,000","0","10","2017","서그내로16번길 30","202505~202705","신규","-","","","아파트"
"228","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","전세","84.9000","202504","09","34,000","0","7","2012","서천서로 27","202504~202610","갱신","-","24,000","0","아파트"
"229","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","전세","84.7800","202504","08","36,000","0","10","2012","서천서로 27","202505~202705","신규","-","","","아파트"
"230","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","전세","84.2570","202504","07","26,000","0","11","2002","예현로35번길 21","202504~202604","갱신","사용","26,000","0","아파트"
"231","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","전세","84.7800","202504","05","31,500","0","11","2012","서천서로 27","202504~202704","갱신","사용","30,000","0","아파트"
"232","경기도 용인시 기흥구 서천동","801","0801","0000","힐스테이트서천","전세","97.9478","202504","05","42,000","0","10","2016","서천동로 22","202506~202706","갱신","사용","40,000","0","아파트"
"233","경기도 용인시 기흥구 서천동","801","0801","0000","힐스테이트서천","전세","84.8825","202504","05","38,000","0","8","2016","서천동로 22","202507~202707","신규","-","","","아파트"
"234","경기도 용인시 기흥구 서천동","755","0755","0000","서천2차IPARK","전세","75.2600","202504","05","40,000","0","7","2016","서천동로21번길 11-22","202505~202705","신규","-","","","아파트"
"235","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","월세","84.9000","202504","05","4,000","135","4","2012","서천서로 27","202504~202704","신규","-","","","아파트"
"236","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","전세","84.9000","202504","04","36,000","0","11","2012","서천서로 27","202505~202705","신규","-","","","아파트"
"237","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","전세","115.9760","202504","02","42,000","0","10","2002","예현로35번길 21","202506~202706","신규","-","","","아파트"
"238","경기도 용인시 기흥구 서천동","801","0801","0000","힐스테이트서천","월세","84.9986","202504","02","5,000","130","1","2016","서천동로 22","202504~202704","신규","-","","","아파트"
"239","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","전세","84.2570","202503","31","33,000","0","4","2002","예현로35번길 21","202503~202703","갱신","-","28,000","0","아파트"
"240","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","월세","84.9000","202503","31","3,400","83","4","2012","서천동로 60","202504~202604","신규","-","","","아파트"
"241","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","월세","84.9000","202503","29","3,000","130","9","2012","서천동로 60","-","-","-","","","아파트"
"242","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","월세","115.9760","202503","29","3,000","165","4","2002","예현로35번길 21","202506~202606","신규","-","","","아파트"
"243","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","월세","84.9000","202503","29","3,000","130","9","2012","서천동로 60","202505~202705","신규","-","","","아파트"
"244","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202503","28","4,995","22","10","2011","서천로128번길 12","202505~202704","갱신","-","3,812","26","아파트"
"245","경기도 용인시 기흥구 서천동","700","0700","0000","SK","전세","84.4640","202503","27","33,000","0","2","2002","예현로 15","202506~202706","신규","-","","","아파트"
"246","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","전세","115.9760","202503","27","39,000","0","13","2002","예현로35번길 21","202504~202704","신규","-","","","아파트"
"247","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202503","26","995","36","12","2011","서천로128번길 12","202503~202705","갱신","-","3,995","27","아파트"
"248","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","전세","115.9760","202503","26","33,600","0","6","2002","예현로35번길 21","202505~202705","갱신","사용","32,000","0","아파트"
"249","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202503","26","3,995","27","15","2011","서천로128번길 12","202503~202705","신규","-","","","아파트"
"250","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","59.9630","202503","25","39,500","0","9","2017","서그내로16번길 30","202505~202705","신규","-","","","아파트"
"251","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","전세","84.9000","202503","25","27,000","0","8","2012","서천동로 60","202504~202704","갱신","-","27,000","0","아파트"
"252","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202503","25","995","36","15","2011","서천로128번길 12","202503~202705","갱신","-","3,995","27","아파트"
"253","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202503","25","2,995","30","15","2011","서천로128번길 12","202503~202705","갱신","-","3,995","27","아파트"
"254","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202503","25","6,695","12","11","2011","서천로128번길 12","202502~202704","갱신","-","3,995","27","아파트"
"255","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202503","25","3,995","27","12","2011","서천로128번길 12","202503~202705","신규","-","","","아파트"
"256","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","51.9300","202503","25","5,058","34","13","2011","서천로128번길 12","202503~202705","신규","-","","","아파트"
"257","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202503","25","3,995","27","14","2011","서천로128번길 12","202503~202705","신규","-","","","아파트"
"258","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202503","25","3,995","27","15","2011","서천로128번길 12","202503~202705","신규","-","","","아파트"
"259","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202503","25","3,995","27","15","2011","서천로128번길 12","202503~202705","신규","-","","","아파트"
"260","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","전세","74.9700","202503","25","42,000","0","21","2017","서그내로 31","202506~202706","신규","-","","","아파트"
"261","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","59.9630","202503","25","39,500","0","9","2017","서그내로16번길 30","202505~202705","신규","-","","","아파트"
"262","경기도 용인시 기흥구 서천동","801","0801","0000","힐스테이트서천","전세","84.8825","202503","24","48,000","0","18","2016","서천동로 22","202503~202703","갱신","-","46,000","0","아파트"
"263","경기도 용인시 기흥구 서천동","700","0700","0000","SK","전세","84.4640","202503","24","32,000","0","1","2002","예현로 15","202505~202705","신규","-","","","아파트"
"264","경기도 용인시 기흥구 서천동","801","0801","0000","힐스테이트서천","전세","84.8890","202503","21","46,000","0","8","2016","서천동로 22","202506~202706","신규","-","","","아파트"
"265","경기도 용인시 기흥구 서천동","708","0708","0000","서천아이파크","월세","122.3048","202503","20","1,000","150","8","2009","서그내로16번길 14","202503~202703","신규","-","","","아파트"
