대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진설계적용여부,내진능력
경기도 용인시 기흥구 서천동 1번지,41463,11000,0,0001,0000,1116179151,1,일반,2,일반건축물,경기도 용인시 기흥구 덕영대로 1732 (서천동),경희대학교,,,,47,414633012001,11003,0,1732,,원자력실험실,0,주건축물,0,154.5,0,280,280,0,21,철근콘크리트구조,철근콘크리트구조,10000,교육연구시설,교육연구시설,10,(철근)콘크리트,(철근)콘크리트,0,0,3.25,2,0,0,0,0,0,280,0,0,0,0,0,0,9,0,,,,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 용인시 기흥구 서천동 1번지,41463,11000,0,0001,0000,11161100231688,1,일반,2,일반건축물,경기도 용인시 기흥구 덕영대로 1732 (서천동),경희대학교,,,,47,414633012001,11003,0,1732,,LMO농장온실1동,0,주건축물,1010005,90,0.01,90,90,0.01,32,경량철골구조,경량철골구조,10000,교육연구시설,교육연구시설,90,기타지붕,경사지붕,0,0,5.44,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,20100225,20100427,20100623,2010,4050248,건축과,1102,증축허가,0,,0,0,,0,,0,20220909,0,
경기도 용인시 기흥구 서천동 1번지,41463,11000,0,0001,0000,11161100231689,1,일반,2,일반건축물,경기도 용인시 기흥구 덕영대로 1732 (서천동),경희대학교,,,,47,414633012001,11003,0,1732,,LMO농장온실2동,0,주건축물,0,90,0,90,90,0,32,경량철골구조,경량철골구조,10000,교육연구시설,교육연구시설,90,기타지붕,경사지붕,0,0,5.44,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,20100225,20100427,20100623,2010,4050248,건축과,1102,증축허가,0,,0,0,,0,,0,20220909,0,
경기도 용인시 기흥구 서천동 1번지,41463,11000,0,0001,0000,11161100231695,1,일반,2,일반건축물,경기도 용인시 기흥구 덕영대로 1732 (서천동),경희대학교,,,,47,414633012001,11003,0,1732,,LMO농장온실8동,0,주건축물,0,90,0,90,90,0,32,경량철골구조,경량철골구조,10000,교육연구시설,교육연구시설,90,기타지붕,경사지붕,0,0,5.44,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,20100225,20100427,20100623,2010,4050248,건축과,1102,증축허가,0,,0,0,,0,,0,20220909,0,
경기도 용인시 기흥구 서천동 1번지,41463,11000,0,0001,0000,1116179176,1,일반,2,일반건축물,경기도 용인시 기흥구 덕영대로 1732 (서천동),경희대학교,,,,47,414633012001,11003,0,1732,,수위실,0,주건축물,0,21.15,0,21.15,21.15,0,21,철근콘크리트구조,철근콘크리트구조,10000,교육연구시설,교육연구시설,10,(철근)콘크리트,(철근)콘크리트,0,0,3.8,1,0,0,0,0,0,21.15,0,0,0,0,0,0,0,0,19870626,,19870909,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 용인시 기흥구 서천동 1번지,41463,11000,0,0001,0000,11161100176310,1,일반,2,일반건축물,경기도 용인시 기흥구 덕영대로 1732 (서천동),경희대학교,,,,47,414633012001,11003,0,1732,,기숙사A동,0,주건축물,0,2254.36,0,18482.86,16446.46,0,21,철근콘크리트구조,철근콘크리트구조,10000,교육연구시설,교육연구시설,10,(철근)콘크리트,(철근)콘크리트,0,0,37.3,10,2,2,0,0,0,18482.86,0,0,0,0,0,0,0,0,20021105,20060302,20071214,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 용인시 기흥구 서천동 1번지,41463,11000,0,0001,0000,1116179169,1,일반,2,일반건축물,경기도 용인시 기흥구 덕영대로 1732 (서천동),경희대학교,,,,47,414633012001,11003,0,1732,,생명과학대학관,0,주건축물,0,2415.54,0,10719.48,9279.8,0,21,철근콘크리트구조,철근콘크리트구조,10000,교육연구시설,교육연구시설,10,(철근)콘크리트,(철근)콘크리트,0,0,23.6,5,1,1,0,0,0,10719.48,0,0,0,0,0,0,44,0,19850508,,19860312,2002,,,1102,증축허가,0,,0,0,,0,,0,20220909,0,
경기도 용인시 기흥구 서천동 1번지,41463,11000,0,0001,0000,1116179153,1,일반,2,일반건축물,경기도 용인시 기흥구 덕영대로 1732 (서천동),경희대학교,,,,47,414633012001,11003,0,1732,,"비품창고,목공소",0,주건축물,0,1080,0,1080,1080,0,32,경량철골구조,경량철골구조,10000,교육연구시설,교육연구시설,90,기타지붕,경량지붕틀,0,0,6,1,0,0,0,0,0,1080,0,0,0,0,0,0,0,0,20000419,20000419,20000905,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 용인시 기흥구 서천동 1번지,41463,11000,0,0001,0000,1116179160,1,일반,2,일반건축물,경기도 용인시 기흥구 덕영대로 1732 (서천동),경희대학교,,,,47,414633012001,11003,0,1732,,중앙도서관,0,주건축물,0,5744.73,0,22940.83,14494.86,0,21,철근콘크리트구조,철근콘크리트구조,10000,교육연구시설,교육연구시설,10,(철근)콘크리트,(철근)콘크리트,0,0,36.3,4,2,1,0,0,0,22940.83,0,0,0,0,0,0,99,0,19870626,19880801,19950228,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 용인시 기흥구 서천동 1번지,41463,11000,0,0001,0000,11161100336620,1,일반,2,일반건축물,경기도 용인시 기흥구 덕영대로 1732 (서천동),경희대학교,,,,47,414633012001,11003,0,1732,,펌핑장,0,주건축물,0,256,0,256,256,0,21,철근콘크리트구조,철근콘크리트구조,10000,교육연구시설,교육연구시설,10,(철근)콘크리트,(철근)콘크리트,0,0,3.5,1,0,0,0,0,0,256,0,0,0,0,0,0,1,11.5,19921211,19921215,19950228,,,,,,0,,0,0,,0,,0,20230803,0,
